-9.0000,-0.5229,-0.5229,-8.6990,-9.2218
-8.6732,-0.5229,-0.5229,-8.6990,-8.8951
-8.3464,-0.5229,-0.5229,-8.6990,-8.5683
-8.0196,-0.5229,-0.5229,-8.3011,-8.2415
-7.6928,-0.5229,-0.5229,-7.9586,-7.9147
-7.3660,-0.5229,-0.5229,-7.7963,-7.5879
-7.0392,-0.5229,-0.5229,-7.3990,-7.2611
-6.7124,-0.5229,-0.5229,-7.1270,-6.9343
-6.3856,-0.5228,-0.5229,-6.7591,-6.6075
-6.0588,-0.5228,-0.5229,-6.3866,-6.2807
-5.7320,-0.5228,-0.5229,-6.1274,-5.9539
-5.4052,-0.5228,-0.5229,-5.7792,-5.6271
-5.0784,-0.5228,-0.5229,-5.4472,-5.3003
-4.7516,-0.5230,-0.5228,-5.1159,-4.9735
-4.4248,-0.5230,-0.5228,-4.7770,-4.6468
-4.0980,-0.5228,-0.5227,-4.4538,-4.3200
-3.7712,-0.5224,-0.5226,-4.1240,-3.9934
-3.4444,-0.5212,-0.5223,-3.8190,-3.6669
-3.1176,-0.5203,-0.5216,-3.4770,-3.3408
-2.7909,-0.5191,-0.5201,-3.1718,-3.0155
-2.4641,-0.5165,-0.5170,-2.8812,-2.6919
-2.1373,-0.5059,-0.5107,-2.5359,-2.3717
-1.8105,-0.4924,-0.4979,-2.2046,-2.0588
-1.4837,-0.4660,-0.4740,-1.9075,-1.7607
-1.1569,-0.4303,-0.4337,-1.6798,-1.4918
-0.8301,-0.3726,-0.3792,-1.4974,-1.2753
-0.5033,-0.3305,-0.3283,-1.4220,-1.1378
-0.1765,-0.2968,-0.3042,-1.4680,-1.0856
0.1503,-0.2973,-0.3011,-1.4459,-1.0793
0.4771,-0.2982,-0.3010,-1.4558,-1.0792
