-14.0000,-4.9859,-4.9872,-11.6856,-11.6925
-13.5008,-4.9765,-4.9774,-11.4332,-11.4379
-13.0016,-4.9560,-4.9607,-11.1604,-11.1797
-12.5024,-4.9265,-4.9325,-10.9136,-10.9151
-12.0032,-4.8820,-4.8864,-10.6482,-10.6401
-11.5039,-4.8191,-4.8150,-10.3825,-10.3487
-11.0047,-4.7115,-4.7114,-10.0348,-10.0335
-10.5055,-4.5620,-4.5725,-9.6645,-9.6874
-10.0063,-4.4014,-4.4003,-9.2859,-9.3061
-9.5071,-4.2018,-4.2013,-8.8555,-8.8908
-9.0079,-3.9843,-3.9830,-8.4453,-8.4471
-8.5087,-3.7579,-3.7520,-8.0131,-7.9826
-8.0095,-3.5103,-3.5134,-7.5076,-7.5043
-7.5103,-3.2656,-3.2701,-7.0390,-7.0174
-7.0110,-3.0281,-3.0242,-6.5133,-6.5256
-6.5118,-2.7792,-2.7769,-6.0247,-6.0310
-6.0126,-2.5277,-2.5290,-5.5354,-5.5351
-5.5134,-2.2910,-2.2810,-5.0479,-5.0392
-5.0142,-2.0411,-2.0336,-4.5662,-4.5443
-4.5150,-1.7862,-1.7873,-4.0782,-4.0517
-4.0158,-1.5462,-1.5434,-3.5591,-3.5638
-3.5166,-1.3099,-1.3036,-3.1085,-3.0844
-3.0174,-1.0726,-1.0713,-2.6741,-2.6197
-2.5181,-0.8622,-0.8517,-2.2742,-2.1805
-2.0189,-0.6588,-0.6536,-1.8813,-1.7843
-1.5197,-0.4847,-0.4897,-1.5937,-1.4565
-1.0205,-0.3697,-0.3751,-1.4530,-1.2273
-0.5213,-0.3284,-0.3175,-1.4649,-1.1121
-0.0221,-0.3049,-0.3023,-1.4837,-1.0817
0.4771,-0.3048,-0.3010,-1.4650,-1.0792
