-14.0000,-0.5229,-0.5229,-7.3566,-7.2218
-13.5008,-0.5229,-0.5229,-7.1553,-6.9722
-13.0016,-0.5229,-0.5229,-6.8830,-6.7226
-12.5024,-0.5229,-0.5229,-6.6636,-6.4730
-12.0032,-0.5229,-0.5229,-6.4168,-6.2234
-11.5039,-0.5229,-0.5229,-6.1141,-5.9738
-11.0047,-0.5228,-0.5229,-5.8588,-5.7242
-10.5055,-0.5229,-0.5229,-5.5986,-5.4746
-10.0063,-0.5229,-0.5229,-5.3926,-5.2250
-9.5071,-0.5229,-0.5228,-5.1441,-4.9754
-9.0079,-0.5228,-0.5228,-4.8671,-4.7258
-8.5087,-0.5229,-0.5228,-4.6351,-4.4763
-8.0095,-0.5227,-0.5227,-4.3743,-4.2268
-7.5103,-0.5230,-0.5226,-4.0905,-3.9773
-7.0110,-0.5229,-0.5223,-3.8717,-3.7279
-6.5118,-0.5223,-0.5219,-3.6450,-3.4787
-6.0126,-0.5207,-0.5212,-3.3789,-3.2299
-5.5134,-0.5191,-0.5199,-3.1357,-2.9816
-5.0142,-0.5171,-0.5176,-2.9061,-2.7343
-4.5150,-0.5096,-0.5135,-2.6577,-2.4889
-4.0158,-0.5019,-0.5066,-2.4554,-2.2466
-3.5166,-0.4894,-0.4950,-2.2302,-2.0099
-3.0174,-0.4746,-0.4763,-1.9751,-1.7827
-2.5181,-0.4456,-0.4482,-1.7450,-1.5716
-2.0189,-0.4016,-0.4103,-1.5904,-1.3860
-1.5197,-0.3582,-0.3670,-1.4918,-1.2383
-1.0205,-0.3154,-0.3292,-1.4433,-1.1398
-0.5213,-0.3026,-0.3075,-1.4416,-1.0924
-0.0221,-0.3017,-0.3015,-1.4425,-1.0802
0.4771,-0.3011,-0.3010,-1.4372,-1.0792
