-9.0000,-5.0002,-4.9999,-13.7444,-13.6989
-8.6732,-4.9998,-4.9997,-13.3768,-13.3720
-8.3464,-4.9992,-4.9994,-13.0235,-13.0451
-8.0196,-4.9989,-4.9988,-12.7097,-12.7180
-7.6928,-4.9981,-4.9974,-12.3862,-12.3905
-7.3660,-4.9964,-4.9944,-12.0620,-12.0622
-7.0392,-4.9922,-4.9883,-11.7398,-11.7323
-6.7124,-4.9820,-4.9754,-11.4116,-11.3989
-6.3856,-4.9568,-4.9494,-11.0439,-11.0586
-6.0588,-4.9060,-4.8989,-10.7122,-10.7043
-5.7320,-4.8141,-4.8080,-10.3561,-10.3245
-5.4052,-4.6598,-4.6615,-9.8895,-9.9028
-5.0784,-4.4509,-4.4554,-9.4153,-9.4248
-4.7516,-4.1865,-4.1997,-8.8471,-8.8875
-4.4248,-3.9142,-3.9109,-8.3369,-8.3018
-4.0980,-3.5963,-3.6033,-7.6701,-7.6843
-3.7712,-3.2837,-3.2859,-7.0835,-7.0490
-3.4444,-2.9642,-2.9638,-6.3939,-6.4047
-3.1176,-2.6365,-2.6396,-5.7299,-5.7564
-2.7909,-2.3221,-2.3149,-5.0998,-5.1070
-2.4641,-1.9847,-1.9910,-4.4498,-4.4591
-2.1373,-1.6682,-1.6694,-3.8297,-3.8159
-1.8105,-1.3556,-1.3533,-3.1965,-3.1836
-1.4837,-1.0469,-1.0486,-2.5566,-2.5743
-1.1569,-0.7680,-0.7674,-2.0715,-2.0118
-0.8301,-0.5327,-0.5315,-1.6698,-1.5401
-0.5033,-0.3710,-0.3727,-1.4845,-1.2225
-0.1765,-0.3083,-0.3091,-1.4326,-1.0953
0.1503,-0.3077,-0.3011,-1.4636,-1.0794
0.4771,-0.3031,-0.3010,-1.4356,-1.0792
